rescuedDynamic
"[0,0,10,18,29,32,30,34,17,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,5,6,22,43,52,46,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,2,7,22,30,13,15,5,9,2,2,7,5,13,5,5,3,2,0,0,0,0,0,0,0,0]"
"[0,1,0,3,10,21,50,16,29,18,11,3,14,6,3,4,1,0,0,0,0,0,0,0,0,0]"
"[0,1,15,31,42,33,23,21,15,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,1,3,9,0,0,2,31,23,13,9,26,3,2,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,1,3,1,21,25,40,43,24,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,5,42,20,18,10,20,32,21,11,6,0,0,0,3,3,1,0,0,0,0,0,0,0,0]"
"[0,4,1,0,1,50,40,21,9,2,2,11,2,1,1,0,1,0,0,0,0,0,0,0,0,0]"
"[0,0,9,4,46,33,35,25,13,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,11,30,17,4,7,33,37,15,11,8,0,3,2,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,34,33,29,16,7,2,1,10,9,11,9,8,8,3,1,3,1,6,2,0,1,0,0]"
"[0,0,0,24,26,21,19,11,42,17,7,6,1,3,1,1,0,0,0,0,0,0,0,0,0,0]"
"[0,0,14,9,7,11,9,14,34,49,20,10,4,0,2,0,0,0,0,0,0,0,0,0,0,0]"
"[0,5,8,9,7,19,48,48,13,13,7,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,9,10,12,29,31,42,20,13,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,3,13,2,4,42,41,28,27,8,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,11,9,0,0,2,10,4,1,28,31,29,18,3,1,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,22,22,10,7,1,29,48,15,12,2,0,0,0,1,1,0,0,0,0,0,0,0,0]"
"[0,0,9,45,27,17,9,5,10,5,0,1,4,9,0,0,1,0,0,0,0,0,0,0,0,0]"
"[0,3,10,9,22,66,46,17,7,12,12,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0]"
"[0,0,3,17,40,16,28,35,18,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
"[0,6,7,4,15,58,19,13,21,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,20,15,20,10,38,25,11,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,4,6,22,13,63,42,11,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,1,23,28,54,16,11,8,2,10,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,3,2,0,2,36,46,22,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,6,15,47,23,12,11,11,20,11,14,5,3,6,3,0,0,0,0,0,0,0,0,0,0]"
"[0,0,1,15,18,35,65,47,25,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,7,17,37,30,55,24,21,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,17,15,11,16,6,46,47,20,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,13,7,4,5,18,60,47,15,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,8,20,8,3,18,10,31,34,22,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,3,8,14,13,6,30,41,37,10,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0]"
"[0,2,15,7,22,19,12,16,13,10,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,18,28,46,19,48,28,12,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,2,8,4,11,48,36,26,16,10,16,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,5,5,11,20,40,39,24,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,12,1,27,51,39,32,19,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,1,1,7,4,9,1,42,60,30,13,8,2,1,0,0,0,3,0,0,0,0,0,0,0,0]"
"[0,0,4,5,34,37,78,33,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,31,31,33,46,40,16,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,14,0,14,23,19,39,30,9,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,7,10,28,57,30,24,26,13,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,29,30,12,31,27,22,11,4,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0]"
"[0,0,16,14,7,31,21,33,39,24,7,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0]"
"[0,0,3,24,11,33,46,43,11,12,2,5,8,2,2,1,0,0,0,0,0,0,0,0,0,0]"
"[0,0,5,19,7,9,14,37,27,15,15,22,17,12,6,3,0,0,0,0,0,1,0,0,0,0]"
"[0,7,1,7,12,5,0,4,1,11,17,35,13,8,2,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,18,12,29,23,58,44,33,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,33,16,28,38,12,3,17,11,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,1,15,42,37,40,52,17,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,7,23,14,44,38,44,20,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,43,19,11,4,22,27,31,10,11,13,7,0,2,0,0,0,0,0,0,3,1,0,0]"
"[0,0,8,15,30,20,15,38,28,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,12,4,15,14,55,58,17,11,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,0,2,34,38,53,18,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0]"
"[0,2,5,4,32,31,26,44,15,12,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0]"
"[0,1,15,11,17,16,14,9,20,26,20,11,4,0,1,1,0,0,0,0,0,0,0,0,0,0]"
"[0,0,3,8,42,39,43,34,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,15,11,35,73,42,14,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,5,3,16,53,54,40,21,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,6,23,11,19,12,40,27,9,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0]"
"[0,0,9,15,38,25,10,41,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,1,0,16,32,40,32,23,20,15,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,3,6,12,16,16,21,49,50,20,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,15,33,48,43,39,18,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,0,0,22,27,17,14,15,30,31,21,4,4,4,1,1,0,7,5,1,0,0,0,0,0]"
"[0,0,0,49,35,13,16,39,25,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,2,15,23,37,40,26,14,10,7,2,1,0,0,4,7,0,0,0,0,0,0,0,0,0]"
"[0,0,0,30,50,10,20,22,19,9,1,1,0,1,3,10,2,2,2,1,1,0,0,0,0,0]"
"[0,4,1,3,6,7,3,0,0,10,2,10,30,37,35,20,8,2,0,0,0,0,0,0,0,0]"
"[0,2,1,13,22,23,33,25,25,20,12,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,1,7,13,18,18,14,38,17,5,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0]"
"[0,0,2,20,28,6,33,38,20,7,6,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0]"
"[0,0,14,9,10,25,39,51,25,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"[0,6,5,1,17,16,38,25,10,9,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
